iter	MultiClass
534	0.7182170151
535	0.7180815622
536	0.7179590962
537	0.7178280733
538	0.7176933967
539	0.7174773273
540	0.7173624636
541	0.7172109615
542	0.7170432458
543	0.7168384929
544	0.7166199762
545	0.716436326
546	0.7162992878
547	0.7160523663
548	0.7159073661
549	0.7157398262
550	0.7156192755
551	0.7154559231
552	0.7153389384
553	0.715078446
554	0.7149146911
555	0.7148133164
556	0.7145590867
557	0.7143306147
558	0.7141592428
559	0.7140235223
560	0.7138909081
561	0.71367362
562	0.7134252286
563	0.7132854289
564	0.713152772
565	0.7129699801
566	0.712679548
567	0.7125114026
568	0.7123858336
569	0.7122332581
570	0.712090117
571	0.7119708563
572	0.7117380312
573	0.7115800651
574	0.7114377322
575	0.7112757639
576	0.7111630454
577	0.7109554311
578	0.7108096636
579	0.7106464081
580	0.7104848884
581	0.7103559261
582	0.7100468106
583	0.7098961304
584	0.7096179204
585	0.7094495131
586	0.7092750539
587	0.7089539282
588	0.7088138005
589	0.7086796854
590	0.7085276249
591	0.7084045921
592	0.7082035681
593	0.7080555576
594	0.7079207334
595	0.7078005313
596	0.7076188854
597	0.7074875555
598	0.7072887129
599	0.7071351815
600	0.7069609156
601	0.7067760919
602	0.7066334992
603	0.7064305086
604	0.7062974021
605	0.706103347
606	0.7059342095
607	0.7058197839
608	0.705605291
609	0.7054802798
610	0.7053251636
611	0.7051114367
612	0.7048566234
613	0.7046989401
614	0.7046080057
615	0.70444035
616	0.7043255251
617	0.7042249156
618	0.7039816935
619	0.7038480453
620	0.7037138381
621	0.7034439242
622	0.703307948
623	0.703169868
624	0.7029206687
625	0.7027824657
626	0.7025862013
627	0.702480076
628	0.7023802534
629	0.7022439495
630	0.7020453754
631	0.7019621318
632	0.7017804827
633	0.7016534307
634	0.7014832359
635	0.701248003
636	0.7011064281
637	0.7008536402
638	0.7006961157
639	0.7005152859
640	0.7003801277
641	0.7002520906
642	0.7001476568
643	0.7000036492
644	0.6999117607
645	0.6997623706
646	0.6994484927
647	0.6992356245
648	0.6991177056
649	0.6990101174
650	0.6988788435
651	0.6987317273
652	0.6985539106
653	0.698379102
654	0.6982247517
655	0.6980179351
656	0.6978686707
657	0.6976605475
658	0.6975184644
659	0.6974150681
660	0.6973161359
661	0.6971725495
662	0.6969996245
663	0.6968258168
664	0.6966601633
665	0.6964571625
666	0.6963464031
667	0.69615654
668	0.6959915415
669	0.6958706476
670	0.6956979421
671	0.6955210908
672	0.6953224581
673	0.6952047158
674	0.6950952111
675	0.6949971121
676	0.6948840209
677	0.6945645034
678	0.6944089219
679	0.6942431914
680	0.6941115386
681	0.6939279421
682	0.6938096795
683	0.6936311968
684	0.6934714182
685	0.6932652054
686	0.6931481304
687	0.6930427566
688	0.6929414777
689	0.6927973079
690	0.692659698
691	0.6925323101
692	0.6924195668
693	0.6923300618
694	0.69220876
695	0.6920808833
696	0.691804123
697	0.6916602645
698	0.691524865
699	0.6913699385
700	0.691291276
701	0.6911137273
702	0.6909217448
703	0.6908351049
704	0.6907278613
705	0.6905928358
706	0.6904588352
707	0.6902876926
708	0.6900950906
709	0.6899685078
710	0.6898422431
711	0.6896700744
712	0.6895259934
713	0.6893174222
714	0.689177574
715	0.6890621133
716	0.6888923249
717	0.688753635
718	0.688644819
719	0.6884815071
720	0.6883936545
721	0.6882724882
722	0.6881193871
723	0.6879965107
724	0.6878923559
725	0.6877910819
726	0.687692099
727	0.6875512654
728	0.6874533433
729	0.6873171867
730	0.6871894448
731	0.6870134228
732	0.6868487159
733	0.6867421341
734	0.6866456985
735	0.6864358742
736	0.6863427512
737	0.6861613821
738	0.685947894
739	0.6858412744
740	0.6857287823
741	0.6856175535
742	0.6855077941
743	0.6853852728
744	0.6852590116
745	0.685116351
746	0.6848854358
747	0.6847751339
748	0.6846756378
749	0.6843554301
750	0.6842213103
751	0.6841179443
752	0.6839851663
753	0.6838494405
754	0.6837021409
755	0.6836011477
756	0.6834693375
757	0.6833503187
758	0.6832382563
759	0.6831173168
760	0.6829528904
761	0.682706981
762	0.6826107595
763	0.6824526414
764	0.6823646393
765	0.682229761
766	0.682096301
767	0.6818824274
768	0.6817766079
769	0.6815470232
770	0.6814382693
771	0.6812912223
772	0.6812041862
773	0.6811192856
774	0.68099637
775	0.6808973234
776	0.6807916749
777	0.680695047
778	0.6805490414
779	0.6803771017
780	0.6801376974
781	0.679929922
782	0.6798362543
783	0.6797223344
784	0.6796329639
785	0.6795517914
786	0.6794141171
787	0.6792691767
788	0.6791932715
789	0.6790715957
790	0.6788962398
791	0.6787856496
792	0.6786817877
793	0.6785302281
794	0.6783975742
795	0.6783189062
796	0.678231294
797	0.6780716779
798	0.6779478922
799	0.6777332438
800	0.6776108669
801	0.6774331487
802	0.6773456322
803	0.6772152058
804	0.6771050638
805	0.6769185237
806	0.6767921067
807	0.6766849175
808	0.6765383674
809	0.6763093946
810	0.6761602362
811	0.6760153384
812	0.6759166448
813	0.675785834
814	0.6756867941
815	0.6755606845
816	0.6753309052
817	0.6751631511
818	0.6749799684
819	0.6748947507
820	0.6747929587
821	0.6745957107
822	0.674457738
823	0.6743688111
824	0.6742590853
825	0.6741722167
826	0.6740604567
827	0.6737894676
828	0.6736966594
829	0.6735295096
830	0.6734183955
831	0.6733211825
832	0.6731541619
833	0.6730167589
834	0.6728971971
835	0.6727883195
836	0.6726000639
837	0.6724483238
838	0.672322237
839	0.6721946253
840	0.6719695262
841	0.6717437599
842	0.671657189
843	0.6713797252
844	0.6712801488
845	0.6711759242
846	0.6710875166
847	0.6710026363
848	0.6708306416
849	0.6707016386
850	0.6705814198
851	0.6704532771
852	0.6702998317
853	0.6700888259
854	0.6699699108
855	0.6698581904
856	0.6697534599
857	0.6696410727
858	0.6695609239
859	0.6694584452
860	0.669376303
861	0.6691210186
862	0.6690465709
863	0.6689422489
864	0.6688531834
865	0.6686866592
866	0.6685990743
867	0.6684800815
868	0.6683085227
869	0.6681804197
870	0.6680844708
871	0.6679833293
872	0.667830677
873	0.6676163908
874	0.6675591876
875	0.6674670398
876	0.667326937
877	0.6672354351
878	0.6670721195
879	0.6669468292
880	0.6666001814
881	0.6664525229
882	0.6663207365
883	0.6661543109
884	0.6660828871
885	0.6659639393
886	0.6658685848
887	0.6657696099
888	0.6655908673
889	0.6655149018
890	0.6654502607
891	0.665366196
892	0.6652789724
893	0.6651466197
894	0.6650239835
895	0.664791632
896	0.6647127179
897	0.6645899977
898	0.6645008829
899	0.6644004145
900	0.6641682048
901	0.6640732826
902	0.6640005381
903	0.6639117565
904	0.6638059008
905	0.6637081578
906	0.6635842367
907	0.6634881556
908	0.6633500876
909	0.6632510368
910	0.6630715807
911	0.6629869972
912	0.6628300441
913	0.6627319185
914	0.662567712
915	0.6624792769
916	0.6623080783
917	0.6622196086
918	0.662137
919	0.6620132206
920	0.6618839918
921	0.6617939424
922	0.6617340105
923	0.6615832747
924	0.6614241148
925	0.6613428043
926	0.6612319702
927	0.661114784
928	0.6608613469
929	0.6607732696
930	0.6605905926
931	0.6603716492
932	0.6602550912
933	0.660011956
934	0.6599392332
935	0.6598549178
936	0.659725923
937	0.6594527889
938	0.659346911
939	0.6592475726
940	0.659141861
941	0.659002777
942	0.6589219281
943	0.6587784126
944	0.6586436556
945	0.6585178262
946	0.6584147923
947	0.6582572546
948	0.6581706436
949	0.6580556639
950	0.6579662309
951	0.6578831292
952	0.657785605
953	0.6577203049
954	0.6576164851
955	0.657531234
956	0.6574246426
957	0.6573530518
958	0.6572008233
959	0.6571126406
960	0.6570509494
961	0.6568711919
962	0.6568028739
963	0.6566851884
964	0.6566161702
965	0.6565059751
966	0.6563830751
967	0.6562957832
968	0.6561451851
969	0.6560265045
970	0.655932741
971	0.6558618119
972	0.6556836915
973	0.6555646151
974	0.6554840297
975	0.6553111304
976	0.6552292413
977	0.655150041
978	0.6549449592
979	0.6548439671
980	0.6546997029
981	0.6545709219
982	0.6545041027
983	0.654369437
984	0.6542746107
985	0.6541040385
986	0.6540260715
987	0.6538205
988	0.6537319636
989	0.6536537599
990	0.653540786
991	0.6534553615
992	0.6533696982
993	0.6532467685
994	0.653146164
995	0.6529818437
996	0.6528634389
997	0.6527981689
998	0.6526516422
999	0.6525739154
